arxiv_category,keyword_group,query,requested_cap,n_fetched,timestamp
physics.chem-ph,"intermolecular mechanism, crossover experiment, reaction mechanisms, reaction kinetics, intramolecular mechanism","cat:physics.chem-ph AND (all:""intermolecular mechanism"" OR all:""crossover experiment"" OR all:""reaction mechanisms"" OR all:""reaction kinetics"" OR all:""intramolecular mechanism"")",15,15,2026-07-03T13:16:13.224662+0000
math.HO,"group principle, projective geometry, Erlangen program, Felix Klein","cat:math.HO AND (all:""group principle"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""Felix Klein"")",75,40,2026-07-03T13:16:17.424339+0000
math.HO,"geometric characterization, projective geometry, Erlangen program, group framework, Felix Klein","cat:math.HO AND (all:""geometric characterization"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""group framework"" OR all:""Felix Klein"")",75,41,2026-07-03T13:16:21.569061+0000
math.LO,"deductive rules, proof framework, formal framework, axioms, theorems","cat:math.LO AND (all:""deductive rules"" OR all:""proof framework"" OR all:""formal framework"" OR all:""axioms"" OR all:""theorems"")",37,37,2026-07-03T13:16:26.296988+0000
math.LO,"proof principle, deductive rules, formal principle, theorem derivation, axioms","cat:math.LO AND (all:""proof principle"" OR all:""deductive rules"" OR all:""formal principle"" OR all:""theorem derivation"" OR all:""axioms"")",37,37,2026-07-03T13:16:30.884305+0000
math.LO,"theorem derivation, formal framework, proof principle, deductive rules, axioms","cat:math.LO AND (all:""theorem derivation"" OR all:""formal framework"" OR all:""proof principle"" OR all:""deductive rules"" OR all:""axioms"")",37,37,2026-07-03T13:16:35.290233+0000
math.LO,"proof principle, deductive rules, formal concept, axioms, theorems","cat:math.LO AND (all:""proof principle"" OR all:""deductive rules"" OR all:""formal concept"" OR all:""axioms"" OR all:""theorems"")",37,37,2026-07-03T13:16:55.158471+0000
nlin.CD,"butterfly effect, dynamical systems, sensitive dependence, initial conditions","cat:nlin.CD AND (all:""butterfly effect"" OR all:""dynamical systems"" OR all:""sensitive dependence"" OR all:""initial conditions"")",75,75,2026-07-03T13:16:59.511956+0000
nlin.CD,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:nlin.CD AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",75,38,2026-07-03T13:17:03.740812+0000
q-bio.PE,"mutualistic symbiosis, myrmecophytes, mycorrhiza, coevolutionary dynamics","cat:q-bio.PE AND (all:""mutualistic symbiosis"" OR all:""myrmecophytes"" OR all:""mycorrhiza"" OR all:""coevolutionary dynamics"")",150,27,2026-07-03T13:17:07.709537+0000
nucl-ex,"high-voltage transformer, particle kinetic energies, heavy-ion fusion, accelerator-based light-ion fusion","cat:nucl-ex AND (all:""high-voltage transformer"" OR all:""particle kinetic energies"" OR all:""heavy-ion fusion"" OR all:""accelerator-based light-ion fusion"")",30,30,2026-07-03T13:17:12.708604+0000
nucl-ex,"particle kinetic energy, high-voltage transformer, light-ion fusion, accelerator-based fusion","cat:nucl-ex AND (all:""particle kinetic energy"" OR all:""high-voltage transformer"" OR all:""light-ion fusion"" OR all:""accelerator-based fusion"")",30,6,2026-07-03T13:17:16.359646+0000
nucl-ex,"nuclear transmutation, free neutron decay, mass defect, decay energy","cat:nucl-ex AND (all:""nuclear transmutation"" OR all:""free neutron decay"" OR all:""mass defect"" OR all:""decay energy"")",30,30,2026-07-03T13:17:20.875243+0000
nucl-ex,"nuclear transmutation, beta decay, free neutron decay, MeV units, decay energy","cat:nucl-ex AND (all:""nuclear transmutation"" OR all:""beta decay"" OR all:""free neutron decay"" OR all:""MeV units"" OR all:""decay energy"")",30,30,2026-07-03T13:17:25.393910+0000
nucl-ex,"transient condensation cloud, atmospheric physics, nuclear detonation, rarefaction, Wilson cloud","cat:nucl-ex AND (all:""transient condensation cloud"" OR all:""atmospheric physics"" OR all:""nuclear detonation"" OR all:""rarefaction"" OR all:""Wilson cloud"")",30,9,2026-07-03T13:17:29.116195+0000
physics.med-ph,"superconducting quantum interference devices, magnetization measurement, ultra-low field MRI, Larmor precession, T1 relaxation","cat:physics.med-ph AND (all:""superconducting quantum interference devices"" OR all:""magnetization measurement"" OR all:""ultra-low field MRI"" OR all:""Larmor precession"" OR all:""T1 relaxation"")",150,30,2026-07-03T13:17:33.143826+0000
physics.optics,"Fresnel equations, circular polarization, wave optics, total internal reflection","cat:physics.optics AND (all:""Fresnel equations"" OR all:""circular polarization"" OR all:""wave optics"" OR all:""total internal reflection"")",10,10,2026-07-03T13:17:37.636185+0000
physics.optics,"principle of least time, law of refraction, Fermat's principle, optical density","cat:physics.optics AND (all:""principle of least time"" OR all:""law of refraction"" OR all:""Fermat's principle"" OR all:""optical density"")",10,10,2026-07-03T13:17:42.329636+0000
physics.optics,"wave theory of light, corpuscular theory, rectilinear propagation, critical angle, Newton's optics","cat:physics.optics AND (all:""wave theory of light"" OR all:""corpuscular theory"" OR all:""rectilinear propagation"" OR all:""critical angle"" OR all:""Newton's optics"")",10,10,2026-07-03T13:17:47.015377+0000
physics.optics,"temperature gradient, light absorption, particle migration, indirect photophoresis, thermophoresis","cat:physics.optics AND (all:""temperature gradient"" OR all:""light absorption"" OR all:""particle migration"" OR all:""indirect photophoresis"" OR all:""thermophoresis"")",10,10,2026-07-03T13:17:51.766183+0000
physics.optics,"temperature gradient, particle migration, radiative forces, indirect photophoresis, incident light absorption","cat:physics.optics AND (all:""temperature gradient"" OR all:""particle migration"" OR all:""radiative forces"" OR all:""indirect photophoresis"" OR all:""incident light absorption"")",10,10,2026-07-03T13:17:56.483828+0000
physics.optics,"linear polarization, Fresnel equations, total internal reflection, circular polarization","cat:physics.optics AND (all:""linear polarization"" OR all:""Fresnel equations"" OR all:""total internal reflection"" OR all:""circular polarization"")",10,10,2026-07-03T13:18:00.945125+0000
physics.optics,"Fresnel equations, circular polarization, total internal reflection, refractive indices, wave optics","cat:physics.optics AND (all:""Fresnel equations"" OR all:""circular polarization"" OR all:""total internal reflection"" OR all:""refractive indices"" OR all:""wave optics"")",10,10,2026-07-03T13:18:05.668071+0000
physics.optics,"frustrated TIR, evanescent-wave coupling, quantum tunneling, total internal reflection, FTIR","cat:physics.optics AND (all:""frustrated TIR"" OR all:""evanescent-wave coupling"" OR all:""quantum tunneling"" OR all:""total internal reflection"" OR all:""FTIR"")",10,10,2026-07-03T13:18:10.564408+0000
physics.optics,"wave interference, diffraction pattern, optical physics, angular spacing","cat:physics.optics AND (all:""wave interference"" OR all:""diffraction pattern"" OR all:""optical physics"" OR all:""angular spacing"")",10,10,2026-07-03T13:18:14.863976+0000
physics.optics,"Young's double-slit interferometer, optical interference, spatial coherence, visibility, wave interference","cat:physics.optics AND (all:""Young's double-slit interferometer"" OR all:""optical interference"" OR all:""spatial coherence"" OR all:""visibility"" OR all:""wave interference"")",10,10,2026-07-03T13:18:19.664341+0000
physics.optics,"Optical Signal-to-Noise Ratio, signal power, noise power, bandwidth, dynamic range","cat:physics.optics AND (all:""Optical Signal-to-Noise Ratio"" OR all:""signal power"" OR all:""noise power"" OR all:""bandwidth"" OR all:""dynamic range"")",10,10,2026-07-03T13:18:24.306941+0000
physics.optics,"atmospheric refraction, light wavelength, spectral absorption, Rayleigh scattering","cat:physics.optics AND (all:""atmospheric refraction"" OR all:""light wavelength"" OR all:""spectral absorption"" OR all:""Rayleigh scattering"")",10,10,2026-07-03T13:18:28.575316+0000
physics.optics,"surface radiation, radiant flux, optical physics, radiosity","cat:physics.optics AND (all:""surface radiation"" OR all:""radiant flux"" OR all:""optical physics"" OR all:""radiosity"")",10,10,2026-07-03T13:18:33.118367+0000
physics.optics,"corpuscular theory, rectilinear propagation, critical angle, Newton's optics","cat:physics.optics AND (all:""corpuscular theory"" OR all:""rectilinear propagation"" OR all:""critical angle"" OR all:""Newton's optics"")",10,10,2026-07-03T13:18:37.679674+0000
math.GR,"group principle, projective geometry, Erlangen program, Felix Klein","cat:math.GR AND (all:""group principle"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""Felix Klein"")",75,23,2026-07-03T13:18:41.499361+0000
math.GR,"geometric characterization, projective geometry, Erlangen program, group framework, Felix Klein","cat:math.GR AND (all:""geometric characterization"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""group framework"" OR all:""Felix Klein"")",75,50,2026-07-03T13:18:45.730452+0000
gr-qc,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:gr-qc AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",5,5,2026-07-03T13:18:51.435464+0000
gr-qc,"coordinate framework, gravitational waves, speed of gravity, general relativity","cat:gr-qc AND (all:""coordinate framework"" OR all:""gravitational waves"" OR all:""speed of gravity"" OR all:""general relativity"")",5,5,2026-07-03T13:18:55.914406+0000
gr-qc,"coordinate systems, gravitational waves, propagation speed, general relativity","cat:gr-qc AND (all:""coordinate systems"" OR all:""gravitational waves"" OR all:""propagation speed"" OR all:""general relativity"")",5,5,2026-07-03T13:19:01.775110+0000
gr-qc,"equations of motion, symmetry groups, explicit symmetry breaking, theoretical framework","cat:gr-qc AND (all:""equations of motion"" OR all:""symmetry groups"" OR all:""explicit symmetry breaking"" OR all:""theoretical framework"")",5,5,2026-07-03T13:19:06.845674+0000
gr-qc,"regularization, mass-energy, singularities, renormalization, quantum field theory","cat:gr-qc AND (all:""regularization"" OR all:""mass-energy"" OR all:""singularities"" OR all:""renormalization"" OR all:""quantum field theory"")",5,5,2026-07-03T13:19:11.996348+0000
gr-qc,"theoretical frameworks, equations of motion, symmetry principles, explicit symmetry breaking, theoretical mechanics","cat:gr-qc AND (all:""theoretical frameworks"" OR all:""equations of motion"" OR all:""symmetry principles"" OR all:""explicit symmetry breaking"" OR all:""theoretical mechanics"")",5,5,2026-07-03T13:19:18.408806+0000
gr-qc,"angular momentum formalism, Noether charge, rotational invariance, differential forms","cat:gr-qc AND (all:""angular momentum formalism"" OR all:""Noether charge"" OR all:""rotational invariance"" OR all:""differential forms"")",5,5,2026-07-03T13:19:22.873349+0000
gr-qc,"phase space continuity, stochastic differential equations, kinematic dynamo, supersymmetry","cat:gr-qc AND (all:""phase space continuity"" OR all:""stochastic differential equations"" OR all:""kinematic dynamo"" OR all:""supersymmetry"")",5,5,2026-07-03T13:19:27.876098+0000
gr-qc,"Maxwell's equations, classical mechanics, classical electrodynamics, electromagnetism, unified field theory","cat:gr-qc AND (all:""Maxwell's equations"" OR all:""classical mechanics"" OR all:""classical electrodynamics"" OR all:""electromagnetism"" OR all:""unified field theory"")",5,5,2026-07-03T13:19:32.677637+0000
gr-qc,"spontaneous symmetry breaking, local operator, quantum field theory, vacuum expectation value, gauge symmetry","cat:gr-qc AND (all:""spontaneous symmetry breaking"" OR all:""local operator"" OR all:""quantum field theory"" OR all:""vacuum expectation value"" OR all:""gauge symmetry"")",5,5,2026-07-03T13:19:37.555979+0000
gr-qc,"stochastic supersymmetric principle, hydromagnetic dynamo, deterministic chaos, kinematic approximation, induction equation","cat:gr-qc AND (all:""stochastic supersymmetric principle"" OR all:""hydromagnetic dynamo"" OR all:""deterministic chaos"" OR all:""kinematic approximation"" OR all:""induction equation"")",5,5,2026-07-03T13:19:41.707308+0000
gr-qc,"subatomic physics, parity violation, mirror asymmetry, time invariance, Ozma Problem","cat:gr-qc AND (all:""subatomic physics"" OR all:""parity violation"" OR all:""mirror asymmetry"" OR all:""time invariance"" OR all:""Ozma Problem"")",5,5,2026-07-03T13:19:46.836523+0000
gr-qc,"Euler-Lagrange equations, canonical quantization, Hamiltonian mechanics, action principle, quotient algebra","cat:gr-qc AND (all:""Euler-Lagrange equations"" OR all:""canonical quantization"" OR all:""Hamiltonian mechanics"" OR all:""action principle"" OR all:""quotient algebra"")",5,5,2026-07-03T13:19:51.311307+0000
gr-qc,"approximate symmetry, equations of motion, explicit symmetry breaking, symmetry principles","cat:gr-qc AND (all:""approximate symmetry"" OR all:""equations of motion"" OR all:""explicit symmetry breaking"" OR all:""symmetry principles"")",5,5,2026-07-03T13:19:55.990878+0000
gr-qc,"special relativity, spacetime physics, inertial reference frame, relativity of simultaneity","cat:gr-qc AND (all:""special relativity"" OR all:""spacetime physics"" OR all:""inertial reference frame"" OR all:""relativity of simultaneity"")",5,5,2026-07-03T13:20:00.637207+0000
gr-qc,"classical mechanics, wave-particle duality, Euclidean space, macroscopic motion, quantum mechanics","cat:gr-qc AND (all:""classical mechanics"" OR all:""wave-particle duality"" OR all:""Euclidean space"" OR all:""macroscopic motion"" OR all:""quantum mechanics"")",5,5,2026-07-03T13:20:05.471443+0000
gr-qc,"information loss paradox, black hole evaporation, Hawking radiation, quantum mechanics","cat:gr-qc AND (all:""information loss paradox"" OR all:""black hole evaporation"" OR all:""Hawking radiation"" OR all:""quantum mechanics"")",5,5,2026-07-03T13:20:09.941573+0000
gr-qc,"special relativity, Lorentz invariance, spacetime manifold, boost velocity, four-tensors","cat:gr-qc AND (all:""special relativity"" OR all:""Lorentz invariance"" OR all:""spacetime manifold"" OR all:""boost velocity"" OR all:""four-tensors"")",5,5,2026-07-03T13:20:14.805856+0000
gr-qc,"special relativity, four-dimensional model, Minkowski space, non-inertial reference frame, spacetime manifold","cat:gr-qc AND (all:""special relativity"" OR all:""four-dimensional model"" OR all:""Minkowski space"" OR all:""non-inertial reference frame"" OR all:""spacetime manifold"")",5,5,2026-07-03T13:20:19.938646+0000
gr-qc,"special relativity, Minkowski diagram, Lorentz transformations, relativistic mechanics","cat:gr-qc AND (all:""special relativity"" OR all:""Minkowski diagram"" OR all:""Lorentz transformations"" OR all:""relativistic mechanics"")",5,5,2026-07-03T13:20:24.505971+0000
gr-qc,"Modified Newtonian dynamics, non-baryonic matter, entropic gravity, tensor–vector–scalar gravity","cat:gr-qc AND (all:""Modified Newtonian dynamics"" OR all:""non-baryonic matter"" OR all:""entropic gravity"" OR all:""tensor–vector–scalar gravity"")",5,5,2026-07-03T13:20:29.849519+0000
gr-qc,"maximal acceleration, spacetime geometry, Caianiello's theory, quantum gravity","cat:gr-qc AND (all:""maximal acceleration"" OR all:""spacetime geometry"" OR all:""Caianiello's theory"" OR all:""quantum gravity"")",5,5,2026-07-03T13:20:35.530650+0000
gr-qc,"linear momentum, general principle of relativity, frame dragging, rotational momentum, spacetime curvature","cat:gr-qc AND (all:""linear momentum"" OR all:""general principle of relativity"" OR all:""frame dragging"" OR all:""rotational momentum"" OR all:""spacetime curvature"")",5,5,2026-07-03T13:20:40.346593+0000
gr-qc,"speed of gravity, gravitational waves, Einstein's field equations, coordinate mechanism","cat:gr-qc AND (all:""speed of gravity"" OR all:""gravitational waves"" OR all:""Einstein's field equations"" OR all:""coordinate mechanism"")",5,5,2026-07-03T13:20:45.195521+0000
gr-qc,"Schwarzschild black hole, angular momentum, spherical symmetry, Birkhoff's theorem","cat:gr-qc AND (all:""Schwarzschild black hole"" OR all:""angular momentum"" OR all:""spherical symmetry"" OR all:""Birkhoff's theorem"")",5,5,2026-07-03T13:20:49.676089+0000
gr-qc,"coordinate framework, speed of gravity, gravitational waves, coordinate mechanism, Einsteinian physics","cat:gr-qc AND (all:""coordinate framework"" OR all:""speed of gravity"" OR all:""gravitational waves"" OR all:""coordinate mechanism"" OR all:""Einsteinian physics"")",5,5,2026-07-03T13:20:54.480791+0000
gr-qc,"general principle of relativity, gravitomagnetic interaction, gravitational permeability, Meissner effect analogue, rotating matter","cat:gr-qc AND (all:""general principle of relativity"" OR all:""gravitomagnetic interaction"" OR all:""gravitational permeability"" OR all:""Meissner effect analogue"" OR all:""rotating matter"")",5,5,2026-07-03T13:20:58.743670+0000
gr-qc,"Gravity Probe B, geodetic effect, gravitomagnetism, spacetime curvature, de Sitter precession","cat:gr-qc AND (all:""Gravity Probe B"" OR all:""geodetic effect"" OR all:""gravitomagnetism"" OR all:""spacetime curvature"" OR all:""de Sitter precession"")",5,5,2026-07-03T13:21:03.447063+0000
gr-qc,"quadrupole formula, gravitational waves, wave amplitude, spacetime oscillation","cat:gr-qc AND (all:""quadrupole formula"" OR all:""gravitational waves"" OR all:""wave amplitude"" OR all:""spacetime oscillation"")",5,5,2026-07-03T13:21:07.837890+0000
gr-qc,"LIGO data, parallel analysis, gravitational waves, binary black holes, distributed computing","cat:gr-qc AND (all:""LIGO data"" OR all:""parallel analysis"" OR all:""gravitational waves"" OR all:""binary black holes"" OR all:""distributed computing"")",5,5,2026-07-03T13:21:13.523566+0000
astro-ph.CO,"matter-antimatter imbalance, quark-antiquark pairs, baryon asymmetry, early universe","cat:astro-ph.CO AND (all:""matter-antimatter imbalance"" OR all:""quark-antiquark pairs"" OR all:""baryon asymmetry"" OR all:""early universe"")",16,16,2026-07-03T13:21:18.211339+0000
astro-ph.CO,"expansion history, galactic observation, galactic observations, redshift-distance relationship, matter and energy content","cat:astro-ph.CO AND (all:""expansion history"" OR all:""galactic observation"" OR all:""galactic observations"" OR all:""redshift-distance relationship"" OR all:""matter and energy content"")",16,16,2026-07-03T13:21:23.355715+0000
astro-ph.CO,"light-years, gigaparsecs, proper distance, redshift, expansion of the universe","cat:astro-ph.CO AND (all:""light-years"" OR all:""gigaparsecs"" OR all:""proper distance"" OR all:""redshift"" OR all:""expansion of the universe"")",16,16,2026-07-03T13:21:28.008045+0000
astro-ph.CO,"scale factor, Doppler effect, cosmological redshift, expansion of the universe","cat:astro-ph.CO AND (all:""scale factor"" OR all:""Doppler effect"" OR all:""cosmological redshift"" OR all:""expansion of the universe"")",16,16,2026-07-03T13:21:33.237445+0000
astro-ph.CO,"galaxy distribution, preferred length scale, Baryon Acoustic Oscillations, cosmic microwave background","cat:astro-ph.CO AND (all:""galaxy distribution"" OR all:""preferred length scale"" OR all:""Baryon Acoustic Oscillations"" OR all:""cosmic microwave background"")",16,16,2026-07-03T13:21:37.913407+0000
astro-ph.CO,"primordial symmetry, cosmological evolution, baryogenesis, symmetry breaking, matter-antimatter asymmetry","cat:astro-ph.CO AND (all:""primordial symmetry"" OR all:""cosmological evolution"" OR all:""baryogenesis"" OR all:""symmetry breaking"" OR all:""matter-antimatter asymmetry"")",16,16,2026-07-03T13:21:42.881793+0000
astro-ph.CO,"cosmic inflation, metric expansion, inflaton field, conformal cyclic cosmology","cat:astro-ph.CO AND (all:""cosmic inflation"" OR all:""metric expansion"" OR all:""inflaton field"" OR all:""conformal cyclic cosmology"")",16,16,2026-07-03T13:21:47.463649+0000
astro-ph.CO,"inhomogeneous cosmology, Copernican principle, theoretical physics, isotropic universe, dark energy models","cat:astro-ph.CO AND (all:""inhomogeneous cosmology"" OR all:""Copernican principle"" OR all:""theoretical physics"" OR all:""isotropic universe"" OR all:""dark energy models"")",16,16,2026-07-03T13:21:52.122599+0000
astro-ph.CO,"James Webb Space Telescope, redshift, Big Bang chronology, high-redshift galaxy","cat:astro-ph.CO AND (all:""James Webb Space Telescope"" OR all:""redshift"" OR all:""Big Bang chronology"" OR all:""high-redshift galaxy"")",16,16,2026-07-03T13:21:56.919418+0000
physics.space-ph,"plasma dynamics, magnetosphere, solar wind, Kelvin-Helmholtz instability, magnetic reconnection","cat:physics.space-ph AND (all:""plasma dynamics"" OR all:""magnetosphere"" OR all:""solar wind"" OR all:""Kelvin-Helmholtz instability"" OR all:""magnetic reconnection"")",75,75,2026-07-03T13:22:01.917281+0000
physics.space-ph,"round-trip transit time, Deep Space Network, Lunar Laser Ranging, deep space network, radar astronomy","cat:physics.space-ph AND (all:""round-trip transit time"" OR all:""Deep Space Network"" OR all:""Lunar Laser Ranging"" OR all:""deep space network"" OR all:""radar astronomy"")",75,20,2026-07-03T13:22:05.853636+0000
physics.class-ph,"classical physics, Maxwell's equations, unified field theory, electromagnetic theory","cat:physics.class-ph AND (all:""classical physics"" OR all:""Maxwell's equations"" OR all:""unified field theory"" OR all:""electromagnetic theory"")",10,10,2026-07-03T13:22:10.608197+0000
physics.class-ph,"magnetic susceptibility, material properties, magnetizing field intensity, magnetization, material classification","cat:physics.class-ph AND (all:""magnetic susceptibility"" OR all:""material properties"" OR all:""magnetizing field intensity"" OR all:""magnetization"" OR all:""material classification"")",10,10,2026-07-03T13:22:15.641795+0000
physics.class-ph,"electric field, surface charge, conductor proximity, electrostatic interaction","cat:physics.class-ph AND (all:""electric field"" OR all:""surface charge"" OR all:""conductor proximity"" OR all:""electrostatic interaction"")",10,10,2026-07-03T13:22:20.008429+0000
physics.class-ph,"SI fundamental quantities, cylindrical symmetry, closed surface, electric flux, Gauss's law","cat:physics.class-ph AND (all:""SI fundamental quantities"" OR all:""cylindrical symmetry"" OR all:""closed surface"" OR all:""electric flux"" OR all:""Gauss's law"")",10,10,2026-07-03T13:22:23.947088+0000
physics.class-ph,"stable equilibrium, point charges, Earnshaw's theorem, electrostatic interaction","cat:physics.class-ph AND (all:""stable equilibrium"" OR all:""point charges"" OR all:""Earnshaw's theorem"" OR all:""electrostatic interaction"")",10,10,2026-07-03T13:22:28.226975+0000
physics.class-ph,"macroscopic objects, kinematics, Euclidean space, Newtonian physics, physical quantities","cat:physics.class-ph AND (all:""macroscopic objects"" OR all:""kinematics"" OR all:""Euclidean space"" OR all:""Newtonian physics"" OR all:""physical quantities"")",10,10,2026-07-03T13:22:32.957794+0000
physics.class-ph,"Newton's laws of motion, force-mass-acceleration, inertial property, constant velocity, F=ma formula","cat:physics.class-ph AND (all:""Newton's laws of motion"" OR all:""force-mass-acceleration"" OR all:""inertial property"" OR all:""constant velocity"" OR all:""F=ma formula"")",10,10,2026-07-03T13:22:37.217833+0000
physics.class-ph,"macroscopic objects, Euclidean space, motion dynamics, physical quantities","cat:physics.class-ph AND (all:""macroscopic objects"" OR all:""Euclidean space"" OR all:""motion dynamics"" OR all:""physical quantities"")",10,10,2026-07-03T13:22:41.928326+0000
physics.class-ph,"dimensional quantities, unit conversion, reciprocal length, inverse units","cat:physics.class-ph AND (all:""dimensional quantities"" OR all:""unit conversion"" OR all:""reciprocal length"" OR all:""inverse units"")",10,4,2026-07-03T13:22:45.579286+0000
physics.class-ph,"sound wave amplitude, acoustic physics, loudness perception, wave properties","cat:physics.class-ph AND (all:""sound wave amplitude"" OR all:""acoustic physics"" OR all:""loudness perception"" OR all:""wave properties"")",10,7,2026-07-03T13:22:49.257632+0000
physics.class-ph,"loudness proportionality, frequency relationship, sound wave amplitude, wave mechanics","cat:physics.class-ph AND (all:""loudness proportionality"" OR all:""frequency relationship"" OR all:""sound wave amplitude"" OR all:""wave mechanics"")",10,10,2026-07-03T13:22:53.054492+0000
physics.class-ph,"loudness proportionality, wave mechanics, acoustic properties, sound wave amplitude, loudness perception","cat:physics.class-ph AND (all:""loudness proportionality"" OR all:""wave mechanics"" OR all:""acoustic properties"" OR all:""sound wave amplitude"" OR all:""loudness perception"")",10,10,2026-07-03T13:22:57.515356+0000
physics.class-ph,"propagation constant, complex numbers, sinusoidal waves, phase change","cat:physics.class-ph AND (all:""propagation constant"" OR all:""complex numbers"" OR all:""sinusoidal waves"" OR all:""phase change"")",10,10,2026-07-03T13:23:01.740610+0000
physics.class-ph,"dimensional analysis, SI units, unit conversion, physical quantities","cat:physics.class-ph AND (all:""dimensional analysis"" OR all:""SI units"" OR all:""unit conversion"" OR all:""physical quantities"")",10,10,2026-07-03T13:23:06.399844+0000
physics.class-ph,"Earth rotation irregularities, Coordinated Universal Time, leap second, atomic time scale, Earth rotation","cat:physics.class-ph AND (all:""Earth rotation irregularities"" OR all:""Coordinated Universal Time"" OR all:""leap second"" OR all:""atomic time scale"" OR all:""Earth rotation"")",10,10,2026-07-03T13:23:10.295354+0000
math.AT,"discrete set boundary, dimension theory, critical points, cell complex, n-skeleton","cat:math.AT AND (all:""discrete set boundary"" OR all:""dimension theory"" OR all:""critical points"" OR all:""cell complex"" OR all:""n-skeleton"")",150,150,2026-07-03T13:23:20.039874+0000
math-ph,"quantum theory, geometric quantization, classical theory, mathematical approach","cat:math-ph AND (all:""quantum theory"" OR all:""geometric quantization"" OR all:""classical theory"" OR all:""mathematical approach"")",50,50,2026-07-03T13:23:24.759710+0000
math-ph,"geometric quantization, quantum framework, quantization theory, mathematical physics, classical framework","cat:math-ph AND (all:""geometric quantization"" OR all:""quantum framework"" OR all:""quantization theory"" OR all:""mathematical physics"" OR all:""classical framework"")",50,50,2026-07-03T13:23:30.563191+0000
math-ph,"geometric quantization, mathematical framework, classical principle, quantum principle","cat:math-ph AND (all:""geometric quantization"" OR all:""mathematical framework"" OR all:""classical principle"" OR all:""quantum principle"")",50,50,2026-07-03T13:23:35.313968+0000
q-bio.CB,"osmosis, electrochemical gradient, active transport, cellular energetics, passive transport","cat:q-bio.CB AND (all:""osmosis"" OR all:""electrochemical gradient"" OR all:""active transport"" OR all:""cellular energetics"" OR all:""passive transport"")",150,15,2026-07-03T13:23:39.173008+0000
physics.ed-ph,"dimensional quantities, unit conversion, reciprocal length, inverse units","cat:physics.ed-ph AND (all:""dimensional quantities"" OR all:""unit conversion"" OR all:""reciprocal length"" OR all:""inverse units"")",75,1,2026-07-03T13:23:42.775190+0000
physics.ed-ph,"dimensional analysis, SI units, unit conversion, physical quantities","cat:physics.ed-ph AND (all:""dimensional analysis"" OR all:""SI units"" OR all:""unit conversion"" OR all:""physical quantities"")",75,46,2026-07-03T13:23:48.033902+0000
physics.ins-det,"international system of units, caesium frequency standard, time measurement, caesium atom transition, SI base units","cat:physics.ins-det AND (all:""international system of units"" OR all:""caesium frequency standard"" OR all:""time measurement"" OR all:""caesium atom transition"" OR all:""SI base units"")",75,75,2026-07-03T13:23:52.987169+0000
physics.ins-det,"surface radiation, radiant flux, optical physics, radiosity","cat:physics.ins-det AND (all:""surface radiation"" OR all:""radiant flux"" OR all:""optical physics"" OR all:""radiosity"")",75,20,2026-07-03T13:23:56.895828+0000
hep-th,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:hep-th AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",6,6,2026-07-03T13:24:01.338259+0000
hep-th,"coordinate framework, gravitational waves, speed of gravity, general relativity","cat:hep-th AND (all:""coordinate framework"" OR all:""gravitational waves"" OR all:""speed of gravity"" OR all:""general relativity"")",6,6,2026-07-03T13:24:06.176746+0000
hep-th,"coordinate systems, gravitational waves, propagation speed, general relativity","cat:hep-th AND (all:""coordinate systems"" OR all:""gravitational waves"" OR all:""propagation speed"" OR all:""general relativity"")",6,6,2026-07-03T13:24:10.911942+0000
hep-th,"equations of motion, symmetry groups, explicit symmetry breaking, theoretical framework","cat:hep-th AND (all:""equations of motion"" OR all:""symmetry groups"" OR all:""explicit symmetry breaking"" OR all:""theoretical framework"")",6,6,2026-07-03T13:24:15.534760+0000
hep-th,"regularization, mass-energy, singularities, renormalization, quantum field theory","cat:hep-th AND (all:""regularization"" OR all:""mass-energy"" OR all:""singularities"" OR all:""renormalization"" OR all:""quantum field theory"")",6,6,2026-07-03T13:24:20.010526+0000
hep-th,"INUS condition, distributed causality, Newtonian physics, unstable equilibrium","cat:hep-th AND (all:""INUS condition"" OR all:""distributed causality"" OR all:""Newtonian physics"" OR all:""unstable equilibrium"")",6,6,2026-07-03T13:24:24.326880+0000
hep-th,"theoretical frameworks, equations of motion, symmetry principles, explicit symmetry breaking, theoretical mechanics","cat:hep-th AND (all:""theoretical frameworks"" OR all:""equations of motion"" OR all:""symmetry principles"" OR all:""explicit symmetry breaking"" OR all:""theoretical mechanics"")",6,6,2026-07-03T13:24:29.004785+0000
