arxiv_category,keyword_group,query,requested_cap,n_fetched,timestamp
physics.optics,"temperature gradient, particle migration, radiative forces, indirect photophoresis, incident light absorption","cat:physics.optics AND (all:""temperature gradient"" OR all:""particle migration"" OR all:""radiative forces"" OR all:""indirect photophoresis"" OR all:""incident light absorption"")",10,10,2026-07-02T11:01:23.539513+0000
physics.optics,"linear polarization, Fresnel equations, total internal reflection, circular polarization","cat:physics.optics AND (all:""linear polarization"" OR all:""Fresnel equations"" OR all:""total internal reflection"" OR all:""circular polarization"")",10,10,2026-07-02T11:01:29.756278+0000
physics.optics,"Fresnel equations, circular polarization, total internal reflection, refractive indices, wave optics","cat:physics.optics AND (all:""Fresnel equations"" OR all:""circular polarization"" OR all:""total internal reflection"" OR all:""refractive indices"" OR all:""wave optics"")",10,10,2026-07-02T11:01:34.809531+0000
physics.optics,"frustrated TIR, evanescent-wave coupling, quantum tunneling, total internal reflection, FTIR","cat:physics.optics AND (all:""frustrated TIR"" OR all:""evanescent-wave coupling"" OR all:""quantum tunneling"" OR all:""total internal reflection"" OR all:""FTIR"")",10,10,2026-07-02T11:01:40.357401+0000
physics.optics,"wave interference, diffraction pattern, optical physics, angular spacing","cat:physics.optics AND (all:""wave interference"" OR all:""diffraction pattern"" OR all:""optical physics"" OR all:""angular spacing"")",10,10,2026-07-02T11:01:45.178452+0000
physics.optics,"wave interference, coherence length, spatial coherence, Young's double-slit interferometer, optical interference, visibility","cat:physics.optics AND (all:""wave interference"" OR all:""coherence length"" OR all:""spatial coherence"" OR all:""Young's double-slit interferometer"" OR all:""optical interference"" OR all:""visibility"")",10,10,2026-07-02T11:01:51.399114+0000
physics.optics,"Optical Signal-to-Noise Ratio, signal power, noise power, bandwidth, dynamic range","cat:physics.optics AND (all:""Optical Signal-to-Noise Ratio"" OR all:""signal power"" OR all:""noise power"" OR all:""bandwidth"" OR all:""dynamic range"")",10,10,2026-07-02T11:01:56.030323+0000
physics.optics,"atmospheric refraction, light wavelength, spectral absorption, Rayleigh scattering","cat:physics.optics AND (all:""atmospheric refraction"" OR all:""light wavelength"" OR all:""spectral absorption"" OR all:""Rayleigh scattering"")",10,10,2026-07-02T11:02:01.148344+0000
physics.optics,"surface radiation, radiant flux, optical physics, radiosity","cat:physics.optics AND (all:""surface radiation"" OR all:""radiant flux"" OR all:""optical physics"" OR all:""radiosity"")",10,10,2026-07-02T11:02:05.581441+0000
physics.optics,"corpuscular theory, rectilinear propagation, critical angle, Newton's optics","cat:physics.optics AND (all:""corpuscular theory"" OR all:""rectilinear propagation"" OR all:""critical angle"" OR all:""Newton's optics"")",10,10,2026-07-02T11:02:10.415868+0000
math.GR,"group principle, projective geometry, Erlangen program, Felix Klein","cat:math.GR AND (all:""group principle"" OR all:""projective geometry"" OR all:""Erlangen program"" OR all:""Felix Klein"")",75,23,2026-07-02T11:02:14.654313+0000
math.GR,"geometric characterization, projective geometry, group framework, Erlangen program, Felix Klein, group theory","cat:math.GR AND (all:""geometric characterization"" OR all:""projective geometry"" OR all:""group framework"" OR all:""Erlangen program"" OR all:""Felix Klein"" OR all:""group theory"")",75,75,2026-07-02T11:02:19.924328+0000
gr-qc,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:gr-qc AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",7,7,2026-07-02T11:02:24.952722+0000
gr-qc,"equations of motion, symmetry groups, explicit symmetry breaking, theoretical framework","cat:gr-qc AND (all:""equations of motion"" OR all:""symmetry groups"" OR all:""explicit symmetry breaking"" OR all:""theoretical framework"")",7,7,2026-07-02T11:02:29.702342+0000
gr-qc,"INUS condition, distributed causality, Newtonian physics, unstable equilibrium","cat:gr-qc AND (all:""INUS condition"" OR all:""distributed causality"" OR all:""Newtonian physics"" OR all:""unstable equilibrium"")",7,7,2026-07-02T11:02:34.021045+0000
gr-qc,"angular momentum formalism, Noether charge, rotational invariance, differential forms","cat:gr-qc AND (all:""angular momentum formalism"" OR all:""Noether charge"" OR all:""rotational invariance"" OR all:""differential forms"")",7,7,2026-07-02T11:02:39.404336+0000
gr-qc,"Maxwell's equations, classical mechanics, classical electrodynamics, electromagnetism, unified field theory","cat:gr-qc AND (all:""Maxwell's equations"" OR all:""classical mechanics"" OR all:""classical electrodynamics"" OR all:""electromagnetism"" OR all:""unified field theory"")",7,7,2026-07-02T11:02:44.247175+0000
gr-qc,"stochastic supersymmetric principle, hydromagnetic dynamo, deterministic chaos, kinematic approximation, induction equation","cat:gr-qc AND (all:""stochastic supersymmetric principle"" OR all:""hydromagnetic dynamo"" OR all:""deterministic chaos"" OR all:""kinematic approximation"" OR all:""induction equation"")",7,7,2026-07-02T11:02:48.677994+0000
gr-qc,"parity violation, time invariance, Ozma Problem, parity, mirror asymmetry, chirality, subatomic physics","cat:gr-qc AND (all:""parity violation"" OR all:""time invariance"" OR all:""Ozma Problem"" OR all:""parity"" OR all:""mirror asymmetry"" OR all:""chirality"" OR all:""subatomic physics"")",7,7,2026-07-02T11:02:53.550760+0000
gr-qc,"action principle, Hamiltonian mechanics, Euler-Lagrange equations, Poisson algebra, Peierls bracket, quotient algebra, canonical quantization","cat:gr-qc AND (all:""action principle"" OR all:""Hamiltonian mechanics"" OR all:""Euler-Lagrange equations"" OR all:""Poisson algebra"" OR all:""Peierls bracket"" OR all:""quotient algebra"" OR all:""canonical quantization"")",7,7,2026-07-02T11:03:00.248676+0000
gr-qc,"approximate symmetry, equations of motion, explicit symmetry breaking, symmetry principles","cat:gr-qc AND (all:""approximate symmetry"" OR all:""equations of motion"" OR all:""explicit symmetry breaking"" OR all:""symmetry principles"")",7,7,2026-07-02T11:03:05.228338+0000
gr-qc,"information loss paradox, black hole evaporation, Hawking radiation, quantum mechanics","cat:gr-qc AND (all:""information loss paradox"" OR all:""black hole evaporation"" OR all:""Hawking radiation"" OR all:""quantum mechanics"")",7,7,2026-07-02T11:03:10.285289+0000
gr-qc,"special relativity, four-dimensional model, Minkowski space, non-inertial reference frame, spacetime manifold","cat:gr-qc AND (all:""special relativity"" OR all:""four-dimensional model"" OR all:""Minkowski space"" OR all:""non-inertial reference frame"" OR all:""spacetime manifold"")",7,7,2026-07-02T11:03:16.034478+0000
gr-qc,"Modified Newtonian dynamics, non-baryonic matter, entropic gravity, tensor–vector–scalar gravity","cat:gr-qc AND (all:""Modified Newtonian dynamics"" OR all:""non-baryonic matter"" OR all:""entropic gravity"" OR all:""tensor–vector–scalar gravity"")",7,7,2026-07-02T11:03:20.799794+0000
gr-qc,"maximal acceleration, spacetime geometry, Caianiello's theory, quantum gravity","cat:gr-qc AND (all:""maximal acceleration"" OR all:""spacetime geometry"" OR all:""Caianiello's theory"" OR all:""quantum gravity"")",7,7,2026-07-02T11:03:25.629259+0000
gr-qc,"gravitational permeability, rotating matter, time-varying gravitational fields, gravitomagnetic interaction, Meissner effect, general relativity","cat:gr-qc AND (all:""gravitational permeability"" OR all:""rotating matter"" OR all:""time-varying gravitational fields"" OR all:""gravitomagnetic interaction"" OR all:""Meissner effect"" OR all:""general relativity"")",7,7,2026-07-02T11:03:30.471043+0000
gr-qc,"speed of gravity, gravitational waves, Einstein's field equations, coordinate mechanism","cat:gr-qc AND (all:""speed of gravity"" OR all:""gravitational waves"" OR all:""Einstein's field equations"" OR all:""coordinate mechanism"")",7,7,2026-07-02T11:03:35.024045+0000
gr-qc,"Schwarzschild black hole, angular momentum, spherical symmetry, Birkhoff's theorem","cat:gr-qc AND (all:""Schwarzschild black hole"" OR all:""angular momentum"" OR all:""spherical symmetry"" OR all:""Birkhoff's theorem"")",7,7,2026-07-02T11:03:40.408051+0000
gr-qc,"coordinate framework, speed of gravity, gravitational waves, coordinate mechanism, Einsteinian physics","cat:gr-qc AND (all:""coordinate framework"" OR all:""speed of gravity"" OR all:""gravitational waves"" OR all:""coordinate mechanism"" OR all:""Einsteinian physics"")",7,7,2026-07-02T11:03:45.582053+0000
gr-qc,"gravitational permeability, rotating matter, general principle of relativity, Meissner effect analogue, gravitomagnetic interaction, frame-dragging","cat:gr-qc AND (all:""gravitational permeability"" OR all:""rotating matter"" OR all:""general principle of relativity"" OR all:""Meissner effect analogue"" OR all:""gravitomagnetic interaction"" OR all:""frame-dragging"")",7,7,2026-07-02T11:03:50.852035+0000
gr-qc,"quadrupole formula, gravitational waves, wave amplitude, spacetime oscillation","cat:gr-qc AND (all:""quadrupole formula"" OR all:""gravitational waves"" OR all:""wave amplitude"" OR all:""spacetime oscillation"")",7,7,2026-07-02T11:03:55.726445+0000
gr-qc,"LIGO data, parallel analysis, gravitational waves, binary black holes, distributed computing","cat:gr-qc AND (all:""LIGO data"" OR all:""parallel analysis"" OR all:""gravitational waves"" OR all:""binary black holes"" OR all:""distributed computing"")",7,7,2026-07-02T11:04:01.451573+0000
astro-ph.CO,"matter-antimatter imbalance, quark-antiquark pairs, baryon asymmetry, early universe","cat:astro-ph.CO AND (all:""matter-antimatter imbalance"" OR all:""quark-antiquark pairs"" OR all:""baryon asymmetry"" OR all:""early universe"")",16,16,2026-07-02T11:04:06.349355+0000
astro-ph.CO,"expansion history, galactic observation, galactic observations, redshift-distance relationship, matter and energy content","cat:astro-ph.CO AND (all:""expansion history"" OR all:""galactic observation"" OR all:""galactic observations"" OR all:""redshift-distance relationship"" OR all:""matter and energy content"")",16,16,2026-07-02T11:04:11.547196+0000
astro-ph.CO,"light-years, gigaparsecs, proper distance, redshift, expansion of the universe","cat:astro-ph.CO AND (all:""light-years"" OR all:""gigaparsecs"" OR all:""proper distance"" OR all:""redshift"" OR all:""expansion of the universe"")",16,16,2026-07-02T11:04:16.946405+0000
astro-ph.CO,"scale factor, Doppler effect, cosmological redshift, expansion of the universe","cat:astro-ph.CO AND (all:""scale factor"" OR all:""Doppler effect"" OR all:""cosmological redshift"" OR all:""expansion of the universe"")",16,16,2026-07-02T11:04:22.640308+0000
astro-ph.CO,"galaxy distribution, preferred length scale, Baryon Acoustic Oscillations, cosmic microwave background","cat:astro-ph.CO AND (all:""galaxy distribution"" OR all:""preferred length scale"" OR all:""Baryon Acoustic Oscillations"" OR all:""cosmic microwave background"")",16,16,2026-07-02T11:04:27.357580+0000
astro-ph.CO,"primordial symmetry, cosmological evolution, baryogenesis, symmetry breaking, matter-antimatter asymmetry","cat:astro-ph.CO AND (all:""primordial symmetry"" OR all:""cosmological evolution"" OR all:""baryogenesis"" OR all:""symmetry breaking"" OR all:""matter-antimatter asymmetry"")",16,16,2026-07-02T11:04:32.823752+0000
astro-ph.CO,"cosmic inflation, metric expansion, inflaton field, conformal cyclic cosmology","cat:astro-ph.CO AND (all:""cosmic inflation"" OR all:""metric expansion"" OR all:""inflaton field"" OR all:""conformal cyclic cosmology"")",16,16,2026-07-02T11:04:38.372427+0000
astro-ph.CO,"Copernican principle, inhomogeneous cosmology, theoretical physics, isotropic universe, Lambda-CDM model, dark energy models","cat:astro-ph.CO AND (all:""Copernican principle"" OR all:""inhomogeneous cosmology"" OR all:""theoretical physics"" OR all:""isotropic universe"" OR all:""Lambda-CDM model"" OR all:""dark energy models"")",16,16,2026-07-02T11:04:44.925697+0000
astro-ph.CO,"James Webb Space Telescope, redshift, Big Bang chronology, high-redshift galaxy","cat:astro-ph.CO AND (all:""James Webb Space Telescope"" OR all:""redshift"" OR all:""Big Bang chronology"" OR all:""high-redshift galaxy"")",16,16,2026-07-02T11:04:51.405010+0000
physics.space-ph,"plasma dynamics, magnetosphere, solar wind, Kelvin-Helmholtz instability, magnetic reconnection","cat:physics.space-ph AND (all:""plasma dynamics"" OR all:""magnetosphere"" OR all:""solar wind"" OR all:""Kelvin-Helmholtz instability"" OR all:""magnetic reconnection"")",75,75,2026-07-02T11:04:56.984986+0000
physics.space-ph,"round-trip transit time, Deep Space Network, Lunar Laser Ranging, deep space network, radar astronomy","cat:physics.space-ph AND (all:""round-trip transit time"" OR all:""Deep Space Network"" OR all:""Lunar Laser Ranging"" OR all:""deep space network"" OR all:""radar astronomy"")",75,20,2026-07-02T11:05:01.332061+0000
physics.class-ph,"classical physics, Maxwell's equations, unified field theory, electromagnetic theory","cat:physics.class-ph AND (all:""classical physics"" OR all:""Maxwell's equations"" OR all:""unified field theory"" OR all:""electromagnetic theory"")",10,10,2026-07-02T11:05:06.085383+0000
physics.class-ph,"magnetic susceptibility, material properties, magnetizing field intensity, magnetization, material classification","cat:physics.class-ph AND (all:""magnetic susceptibility"" OR all:""material properties"" OR all:""magnetizing field intensity"" OR all:""magnetization"" OR all:""material classification"")",10,10,2026-07-02T11:05:12.336868+0000
physics.class-ph,"electric field, surface charge, conductor proximity, electrostatic interaction","cat:physics.class-ph AND (all:""electric field"" OR all:""surface charge"" OR all:""conductor proximity"" OR all:""electrostatic interaction"")",10,10,2026-07-02T11:05:16.993621+0000
physics.class-ph,"Gauss's law, closed surface, SI fundamental quantities, cylindrical symmetry, electric flux, spherical symmetry","cat:physics.class-ph AND (all:""Gauss's law"" OR all:""closed surface"" OR all:""SI fundamental quantities"" OR all:""cylindrical symmetry"" OR all:""electric flux"" OR all:""spherical symmetry"")",10,10,2026-07-02T11:05:21.802227+0000
physics.class-ph,"stable equilibrium, point charges, Earnshaw's theorem, electrostatic interaction","cat:physics.class-ph AND (all:""stable equilibrium"" OR all:""point charges"" OR all:""Earnshaw's theorem"" OR all:""electrostatic interaction"")",10,10,2026-07-02T11:05:26.905023+0000
physics.class-ph,"macroscopic objects, kinematics, Euclidean space, Newtonian physics, physical quantities","cat:physics.class-ph AND (all:""macroscopic objects"" OR all:""kinematics"" OR all:""Euclidean space"" OR all:""Newtonian physics"" OR all:""physical quantities"")",10,10,2026-07-02T11:05:31.576937+0000
physics.class-ph,"inertial property, kinematics, Newton's laws of motion, constant velocity, F=ma formula, force-mass-acceleration, F=ma","cat:physics.class-ph AND (all:""inertial property"" OR all:""kinematics"" OR all:""Newton's laws of motion"" OR all:""constant velocity"" OR all:""F=ma formula"" OR all:""force-mass-acceleration"" OR all:""F=ma"")",10,10,2026-07-02T11:05:36.734125+0000
physics.class-ph,"macroscopic objects, Euclidean space, motion dynamics, physical quantities","cat:physics.class-ph AND (all:""macroscopic objects"" OR all:""Euclidean space"" OR all:""motion dynamics"" OR all:""physical quantities"")",10,10,2026-07-02T11:05:42.063373+0000
physics.class-ph,"dimensional quantities, unit conversion, reciprocal length, inverse units","cat:physics.class-ph AND (all:""dimensional quantities"" OR all:""unit conversion"" OR all:""reciprocal length"" OR all:""inverse units"")",10,4,2026-07-02T11:05:45.811683+0000
physics.class-ph,"sound wave amplitude, acoustic physics, loudness perception, wave properties","cat:physics.class-ph AND (all:""sound wave amplitude"" OR all:""acoustic physics"" OR all:""loudness perception"" OR all:""wave properties"")",10,7,2026-07-02T11:05:51.020456+0000
physics.class-ph,"loudness proportionality, frequency relationship, sound wave amplitude, wave mechanics","cat:physics.class-ph AND (all:""loudness proportionality"" OR all:""frequency relationship"" OR all:""sound wave amplitude"" OR all:""wave mechanics"")",10,10,2026-07-02T11:05:55.009294+0000
physics.class-ph,"loudness proportionality, wave mechanics, acoustic properties, sound wave amplitude, loudness perception","cat:physics.class-ph AND (all:""loudness proportionality"" OR all:""wave mechanics"" OR all:""acoustic properties"" OR all:""sound wave amplitude"" OR all:""loudness perception"")",10,10,2026-07-02T11:05:59.398168+0000
physics.class-ph,"propagation constant, complex numbers, sinusoidal waves, phase change","cat:physics.class-ph AND (all:""propagation constant"" OR all:""complex numbers"" OR all:""sinusoidal waves"" OR all:""phase change"")",10,10,2026-07-02T11:06:03.674914+0000
physics.class-ph,"dimensional analysis, SI units, unit conversion, physical quantities","cat:physics.class-ph AND (all:""dimensional analysis"" OR all:""SI units"" OR all:""unit conversion"" OR all:""physical quantities"")",10,10,2026-07-02T11:06:07.906369+0000
physics.class-ph,"atomic time scale, leap second, Earth rotation, Universal Time, Earth rotation irregularities, Coordinated Universal Time","cat:physics.class-ph AND (all:""atomic time scale"" OR all:""leap second"" OR all:""Earth rotation"" OR all:""Universal Time"" OR all:""Earth rotation irregularities"" OR all:""Coordinated Universal Time"")",10,10,2026-07-02T11:06:11.805941+0000
math.AT,"cell complex, dimension theory, n-skeleton, critical points, discrete set boundary, CW complex","cat:math.AT AND (all:""cell complex"" OR all:""dimension theory"" OR all:""n-skeleton"" OR all:""critical points"" OR all:""discrete set boundary"" OR all:""CW complex"")",100,100,2026-07-02T11:06:22.604037+0000
math-ph,"quantum theory, geometric quantization, classical theory, mathematical approach","cat:math-ph AND (all:""quantum theory"" OR all:""geometric quantization"" OR all:""classical theory"" OR all:""mathematical approach"")",50,50,2026-07-02T11:06:27.054985+0000
math-ph,"geometric quantization, quantum framework, quantization theory, mathematical physics, classical framework","cat:math-ph AND (all:""geometric quantization"" OR all:""quantum framework"" OR all:""quantization theory"" OR all:""mathematical physics"" OR all:""classical framework"")",50,50,2026-07-02T11:06:32.711317+0000
math-ph,"geometric quantization, mathematical framework, classical principle, quantum principle","cat:math-ph AND (all:""geometric quantization"" OR all:""mathematical framework"" OR all:""classical principle"" OR all:""quantum principle"")",50,50,2026-07-02T11:06:37.340117+0000
q-bio.CB,"osmosis, electrochemical gradient, active transport, cellular energetics, passive transport","cat:q-bio.CB AND (all:""osmosis"" OR all:""electrochemical gradient"" OR all:""active transport"" OR all:""cellular energetics"" OR all:""passive transport"")",100,15,2026-07-02T11:06:41.298922+0000
physics.ed-ph,"dimensional quantities, unit conversion, reciprocal length, inverse units","cat:physics.ed-ph AND (all:""dimensional quantities"" OR all:""unit conversion"" OR all:""reciprocal length"" OR all:""inverse units"")",75,1,2026-07-02T11:06:44.979340+0000
physics.ed-ph,"dimensional analysis, SI units, unit conversion, physical quantities","cat:physics.ed-ph AND (all:""dimensional analysis"" OR all:""SI units"" OR all:""unit conversion"" OR all:""physical quantities"")",75,46,2026-07-02T11:06:49.425762+0000
physics.ins-det,"caesium atom transition, time measurement, international system of units, SI base units, international system units, caesium frequency standard","cat:physics.ins-det AND (all:""caesium atom transition"" OR all:""time measurement"" OR all:""international system of units"" OR all:""SI base units"" OR all:""international system units"" OR all:""caesium frequency standard"")",75,75,2026-07-02T11:06:54.630241+0000
physics.ins-det,"surface radiation, radiant flux, optical physics, radiosity","cat:physics.ins-det AND (all:""surface radiation"" OR all:""radiant flux"" OR all:""optical physics"" OR all:""radiosity"")",75,20,2026-07-02T11:06:58.670453+0000
hep-th,"butterfly effect, INUS conditions, unstable equilibrium, Newtonian physics, distributed causality","cat:hep-th AND (all:""butterfly effect"" OR all:""INUS conditions"" OR all:""unstable equilibrium"" OR all:""Newtonian physics"" OR all:""distributed causality"")",7,7,2026-07-02T11:07:06.371321+0000
hep-th,"coordinate framework, gravitational waves, speed of gravity, general relativity","cat:hep-th AND (all:""coordinate framework"" OR all:""gravitational waves"" OR all:""speed of gravity"" OR all:""general relativity"")",7,7,2026-07-02T11:07:12.537253+0000
hep-th,"coordinate systems, gravitational waves, propagation speed, general relativity","cat:hep-th AND (all:""coordinate systems"" OR all:""gravitational waves"" OR all:""propagation speed"" OR all:""general relativity"")",7,7,2026-07-02T11:07:17.349775+0000
hep-th,"equations of motion, symmetry groups, explicit symmetry breaking, theoretical framework","cat:hep-th AND (all:""equations of motion"" OR all:""symmetry groups"" OR all:""explicit symmetry breaking"" OR all:""theoretical framework"")",7,7,2026-07-02T11:07:22.238869+0000
hep-th,"regularization, mass-energy, singularities, renormalization, quantum field theory","cat:hep-th AND (all:""regularization"" OR all:""mass-energy"" OR all:""singularities"" OR all:""renormalization"" OR all:""quantum field theory"")",7,7,2026-07-02T11:07:28.921908+0000
hep-th,"angular momentum formalism, Noether charge, rotational invariance, differential forms","cat:hep-th AND (all:""angular momentum formalism"" OR all:""Noether charge"" OR all:""rotational invariance"" OR all:""differential forms"")",7,7,2026-07-02T11:07:33.283836+0000
hep-th,"phase space continuity, stochastic differential equations, kinematic dynamo, supersymmetry","cat:hep-th AND (all:""phase space continuity"" OR all:""stochastic differential equations"" OR all:""kinematic dynamo"" OR all:""supersymmetry"")",7,7,2026-07-02T11:07:38.279756+0000
hep-th,"spontaneous symmetry breaking, local operator, quantum field theory, vacuum expectation value, gauge symmetry","cat:hep-th AND (all:""spontaneous symmetry breaking"" OR all:""local operator"" OR all:""quantum field theory"" OR all:""vacuum expectation value"" OR all:""gauge symmetry"")",7,7,2026-07-02T11:07:43.534605+0000
hep-th,"stochastic supersymmetric principle, hydromagnetic dynamo, deterministic chaos, kinematic approximation, induction equation","cat:hep-th AND (all:""stochastic supersymmetric principle"" OR all:""hydromagnetic dynamo"" OR all:""deterministic chaos"" OR all:""kinematic approximation"" OR all:""induction equation"")",7,7,2026-07-02T11:07:47.383046+0000
hep-th,"parity violation, time invariance, Ozma Problem, parity, mirror asymmetry, chirality, subatomic physics","cat:hep-th AND (all:""parity violation"" OR all:""time invariance"" OR all:""Ozma Problem"" OR all:""parity"" OR all:""mirror asymmetry"" OR all:""chirality"" OR all:""subatomic physics"")",7,7,2026-07-02T11:07:52.246083+0000
hep-th,"action principle, Hamiltonian mechanics, Euler-Lagrange equations, Poisson algebra, Peierls bracket, quotient algebra, canonical quantization","cat:hep-th AND (all:""action principle"" OR all:""Hamiltonian mechanics"" OR all:""Euler-Lagrange equations"" OR all:""Poisson algebra"" OR all:""Peierls bracket"" OR all:""quotient algebra"" OR all:""canonical quantization"")",7,7,2026-07-02T11:07:57.103192+0000
hep-th,"approximate symmetry, equations of motion, explicit symmetry breaking, symmetry principles","cat:hep-th AND (all:""approximate symmetry"" OR all:""equations of motion"" OR all:""explicit symmetry breaking"" OR all:""symmetry principles"")",7,7,2026-07-02T11:08:01.431815+0000
hep-th,"special relativity, spacetime physics, inertial reference frame, relativity of simultaneity","cat:hep-th AND (all:""special relativity"" OR all:""spacetime physics"" OR all:""inertial reference frame"" OR all:""relativity of simultaneity"")",7,7,2026-07-02T11:08:06.269868+0000
hep-th,"classical mechanics, wave-particle duality, Euclidean space, macroscopic motion, quantum mechanics","cat:hep-th AND (all:""classical mechanics"" OR all:""wave-particle duality"" OR all:""Euclidean space"" OR all:""macroscopic motion"" OR all:""quantum mechanics"")",7,7,2026-07-02T11:08:11.351168+0000
hep-th,"information loss paradox, black hole evaporation, Hawking radiation, quantum mechanics","cat:hep-th AND (all:""information loss paradox"" OR all:""black hole evaporation"" OR all:""Hawking radiation"" OR all:""quantum mechanics"")",7,7,2026-07-02T11:08:16.028955+0000
hep-th,"special relativity, Lorentz invariance, Lorentz group, boost velocity, four-tensors, spacetime manifold, four-vectors","cat:hep-th AND (all:""special relativity"" OR all:""Lorentz invariance"" OR all:""Lorentz group"" OR all:""boost velocity"" OR all:""four-tensors"" OR all:""spacetime manifold"" OR all:""four-vectors"")",7,7,2026-07-02T11:08:22.177585+0000
hep-th,"special relativity, four-dimensional model, Minkowski space, non-inertial reference frame, spacetime manifold","cat:hep-th AND (all:""special relativity"" OR all:""four-dimensional model"" OR all:""Minkowski space"" OR all:""non-inertial reference frame"" OR all:""spacetime manifold"")",7,7,2026-07-02T11:08:27.299677+0000
hep-th,"special relativity, Minkowski diagram, Lorentz transformations, relativistic mechanics","cat:hep-th AND (all:""special relativity"" OR all:""Minkowski diagram"" OR all:""Lorentz transformations"" OR all:""relativistic mechanics"")",7,7,2026-07-02T11:08:31.836460+0000
hep-th,"Modified Newtonian dynamics, non-baryonic matter, entropic gravity, tensor–vector–scalar gravity","cat:hep-th AND (all:""Modified Newtonian dynamics"" OR all:""non-baryonic matter"" OR all:""entropic gravity"" OR all:""tensor–vector–scalar gravity"")",7,7,2026-07-02T11:08:37.920007+0000
hep-th,"maximal acceleration, spacetime geometry, Caianiello's theory, quantum gravity","cat:hep-th AND (all:""maximal acceleration"" OR all:""spacetime geometry"" OR all:""Caianiello's theory"" OR all:""quantum gravity"")",7,7,2026-07-02T11:08:42.474333+0000
math.GT,"hyperbolic plane, isogonal, vertex-transitive, tessellation, uniform tiling","cat:math.GT AND (all:""hyperbolic plane"" OR all:""isogonal"" OR all:""vertex-transitive"" OR all:""tessellation"" OR all:""uniform tiling"")",75,75,2026-07-02T11:08:47.193295+0000
math.GT,"rational normal curve, projective transformations, group isomorphism, isomorphic groups, Hesse's principle of transfer","cat:math.GT AND (all:""rational normal curve"" OR all:""projective transformations"" OR all:""group isomorphism"" OR all:""isomorphic groups"" OR all:""Hesse's principle of transfer"")",75,45,2026-07-02T11:08:51.392221+0000
eess.SY,"system dynamics, linear time-invariant, signal processing, transfer function, mathematical modeling","cat:eess.SY AND (all:""system dynamics"" OR all:""linear time-invariant"" OR all:""signal processing"" OR all:""transfer function"" OR all:""mathematical modeling"")",50,50,2026-07-02T11:08:56.336939+0000
eess.SY,"signal processing, linear time-invariant systems, transfer function, system dynamics","cat:eess.SY AND (all:""signal processing"" OR all:""linear time-invariant systems"" OR all:""transfer function"" OR all:""system dynamics"")",50,50,2026-07-02T11:09:01.712719+0000
eess.SY,"resistivity, intrinsic property, electrical current flow, ohm-meters","cat:eess.SY AND (all:""resistivity"" OR all:""intrinsic property"" OR all:""electrical current flow"" OR all:""ohm-meters"")",50,50,2026-07-02T11:09:06.125062+0000
physics.atom-ph,"molecular geometry, identical nuclei, center of mass, molecular rotation, permutation-inversion groups, symmetry operations","cat:physics.atom-ph AND (all:""molecular geometry"" OR all:""identical nuclei"" OR all:""center of mass"" OR all:""molecular rotation"" OR all:""permutation-inversion groups"" OR all:""symmetry operations"")",37,37,2026-07-02T11:09:11.424156+0000
physics.atom-ph,"identity operation, point group theory, molecular geometry, symmetry groups","cat:physics.atom-ph AND (all:""identity operation"" OR all:""point group theory"" OR all:""molecular geometry"" OR all:""symmetry groups"")",37,26,2026-07-02T11:09:15.535614+0000
physics.atom-ph,"identity operation, center of inversion, inversion center, symmetry groups, plane of symmetry, center of mass","cat:physics.atom-ph AND (all:""identity operation"" OR all:""center of inversion"" OR all:""inversion center"" OR all:""symmetry groups"" OR all:""plane of symmetry"" OR all:""center of mass"")",37,37,2026-07-02T11:09:20.181050+0000
physics.atom-ph,"caesium atom transition, time measurement, international system of units, SI base units, international system units, caesium frequency standard","cat:physics.atom-ph AND (all:""caesium atom transition"" OR all:""time measurement"" OR all:""international system of units"" OR all:""SI base units"" OR all:""international system units"" OR all:""caesium frequency standard"")",37,37,2026-07-02T11:09:24.816457+0000
cond-mat.mes-hall,"memristive network, Type-II non-crossing curve, two-terminal resistance memory, ReRAM, pinched hysteresis curves","cat:cond-mat.mes-hall AND (all:""memristive network"" OR all:""Type-II non-crossing curve"" OR all:""two-terminal resistance memory"" OR all:""ReRAM"" OR all:""pinched hysteresis curves"")",7,7,2026-07-02T11:09:28.859316+0000
cond-mat.mes-hall,"synapse transistor, activity-based forgetting, neuro-inspired circuits, inactivity-based forgetting, short-term potentiation","cat:cond-mat.mes-hall AND (all:""synapse transistor"" OR all:""activity-based forgetting"" OR all:""neuro-inspired circuits"" OR all:""inactivity-based forgetting"" OR all:""short-term potentiation"")",7,3,2026-07-02T11:09:32.916303+0000
cond-mat.mes-hall,"switching mechanism, non-uniform elastic strain, domain dynamics, ferroelectric memristors, piezoelectric field","cat:cond-mat.mes-hall AND (all:""switching mechanism"" OR all:""non-uniform elastic strain"" OR all:""domain dynamics"" OR all:""ferroelectric memristors"" OR all:""piezoelectric field"")",7,7,2026-07-02T11:09:37.655859+0000
cond-mat.mes-hall,"non-crossing curve, resistance memory, memristor, ReRAM, two-terminal devices, pinched hysteresis curves","cat:cond-mat.mes-hall AND (all:""non-crossing curve"" OR all:""resistance memory"" OR all:""memristor"" OR all:""ReRAM"" OR all:""two-terminal devices"" OR all:""pinched hysteresis curves"")",7,7,2026-07-02T11:09:42.668589+0000
