cluster,exemplar_type,rank,distance_to_centroid,id,prompt,combined_text,label
76,closest,1,0.060563378036022186,348,Choose the correct answer: What is the spin quantum number? from the following choices.,"Question: Choose the correct answer: What is the spin quantum number? from the following choices.
A) The spin quantum number is a measure of the distance between an elementary particle and the nucleus of an atom.
B) The spin quantum number is a measure of the size of an elementary particle.
C) The spin quantum number is a measure of the charge of an elementary particle.
D) The spin quantum number is a measure of the speed of an elementary particle's rotation around some axis.
E) The spin quantum number is a dimensionless quantity obtained by dividing the spin angular momentum by the reduced Planck constant ħ, which has the same dimensions as angular momentum.",E
76,furthest,1,0.42142394185066223,161,Determine the correct option: What is the spin quantum number? based on the given context.,"Question: Determine the correct option: What is the spin quantum number? based on the given context.
A) The spin quantum number is a measure of the distance between an elementary particle and the nucleus of an atom.
B) The spin quantum number is a measure of the size of an elementary particle.
C) The spin quantum number is a measure of the charge of an elementary particle.
D) The spin quantum number is a measure of the speed of an elementary particle's rotation around some axis.
E) The spin quantum number is a dimensionless quantity obtained by dividing the spin angular momentum by the reduced Planck constant ħ, which has the same dimensions as angular momentum.",E
77,closest,1,0.043352678418159485,1432,Which of the following is correct? What is the Maxwell's Demon thought experiment?,"Question: Which of the following is correct? What is the Maxwell's Demon thought experiment?
A) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with different gases at equal temperatures. The demon selectively allows molecules to pass from one side to the other, causing an raise in temperature in one part and a reduce in temperature in the other, contrary to the second law of thermodynamics.
B) A thought experiment in which a demon guards a macroscopic trapdoor in a wall separating two parts of a container filled with different gases at different temperatures. The demon selectively allows molecules to pass from one side to the other, causing a reduce in temperature in one part and an raise in temperature in the other, in accordance with the second law of thermodynamics.
C) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing a reduce in temperature in one part and an enhance in temperature in the other, contrary to the second law of thermodynamics.
D) A thought experiment in which a demon guards a macroscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing an enhance in temperature in one part and a minimize in temperature in the other, contrary to the second law of thermodynamics.
E) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at different temperatures. The demon selectively allows slower-than-average molecules to pass from one side to the other, causing a minimize in temperature in one part and an enhance in temperature in the other, in accordance with the second law of thermodynamics.",C
77,furthest,1,0.12621024250984192,739,Determine the correct option: What is the Maxwell's Demon thought experiment? among the listed options.,"Question: Determine the correct option: What is the Maxwell's Demon thought experiment? among the listed options.
A) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with different gases at equal temperatures. The demon selectively allows molecules to pass from one side to the other, causing an enhance in temperature in one part and a minimize in temperature in the other, contrary to the second law of thermodynamics.
B) A thought experiment in which a demon guards a macroscopic trapdoor in a wall separating two parts of a container filled with different gases at different temperatures. The demon selectively allows molecules to pass from one side to the other, causing a reduce in temperature in one part and an raise in temperature in the other, in accordance with the second law of thermodynamics.
C) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing a lower in temperature in one part and an boost in temperature in the other, contrary to the second law of thermodynamics.
D) A thought experiment in which a demon guards a macroscopic trapdoor in a wall separating two parts of a container filled with the same gas at equal temperatures. The demon selectively allows faster-than-average molecules to pass from one side to the other, causing an boost in temperature in one part and a lower in temperature in the other, contrary to the second law of thermodynamics.
E) A thought experiment in which a demon guards a microscopic trapdoor in a wall separating two parts of a container filled with the same gas at different temperatures. The demon selectively allows slower-than-average molecules to pass from one side to the other, causing a lower in temperature in one part and an boost in temperature in the other, in accordance with the second law of thermodynamics.",C
78,closest,1,0.029479261487722397,1410,What is the most popular explanation for the shower-curtain effect?,"Question: What is the most popular explanation for the shower-curtain effect?
A) The pressure differential between the inside and outside of the shower
B) The decrease in velocity resulting in an increase in pressure
C) The movement of air across the outside surface of the shower curtain
D) The use of cold water
E) Bernoulli's principle",E
78,furthest,1,0.1947089284658432,1034,Identify the correct statement: What is the most popular explanation for the shower-curtain effect? based on the given context.,"Question: Identify the correct statement: What is the most popular explanation for the shower-curtain effect? based on the given context.
A) The pressure differential between the inside and outside of the shower
B) The lower in velocity resulting in an boost in pressure
C) The movement of air across the outside surface of the shower curtain
D) The use of cold water
E) Bernoulli's principle",E
79,closest,1,0.06282361596822739,238,Choose the correct answer: What is water hammer?,"Question: Choose the correct answer: What is water hammer?
A) Water hammer is a type of water turbine used in hydroelectric generating stations to generate electricity.
B) Water hammer is a type of air trap or standpipe used to dampen the sound of moving water in plumbing frameworks.
C) Water hammer is a type of plumbing tool used to break pipelines and absorb the potentially damaging forces caused by moving water.
D) Water hammer is a type of water pump used to enhance the pressure of water in pipelines.
E) Water hammer is a loud banging noise resembling a hammering sound that occurs when moving water is suddenly stopped, causing a rise in pressure and resulting shock wave.",E
79,furthest,1,0.3704356849193573,1912,Identify the correct statement: What is the most popular explanation for the shower-curtain effect? based on the given context.,"Question: Identify the correct statement: What is the most popular explanation for the shower-curtain effect? based on the given context.
A) The pressure differential between the inside and outside of the shower
B) The minimize in velocity resulting in an boost in pressure
C) The movement of air across the outside surface of the shower curtain
D) The use of cold water
E) Bernoulli's principle",E
80,closest,1,0.10748180747032166,1706,Pick the best possible answer: What is the variation between active and passive transport in cells?,"Question: Pick the best possible answer: What is the variation between active and passive transport in cells?
A) Active transport and passive transport both require energy input from the cell to function.
B) Passive transport is powered by the arithmetic sum of osmosis and an electric field, while active transport requires energy input from the cell.
C) Passive transport requires energy input from the cell, while active transport is powered by the arithmetic sum of osmosis and an electric field.
D) Active transport and passive transport are both powered by the arithmetic sum of osmosis and an electric field.
E) Active transport is powered by the arithmetic sum of osmosis and an electric field, while passive transport requires energy input from the cell.",B
80,furthest,1,0.47431233525276184,1310,Pick the best possible answer: What is the variation between active and passive transport in cells? based on the given context.,"Question: Pick the best possible answer: What is the variation between active and passive transport in cells? based on the given context.
A) Active transport and passive transport both require energy input from the cell to function.
B) Passive transport is powered by the arithmetic sum of osmosis and an electric field, while active transport requires energy input from the cell.
C) Passive transport requires energy input from the cell, while active transport is powered by the arithmetic sum of osmosis and an electric field.
D) Active transport and passive transport are both powered by the arithmetic sum of osmosis and an electric field.
E) Active transport is powered by the arithmetic sum of osmosis and an electric field, while passive transport requires energy input from the cell.",B
81,closest,1,0.055504683405160904,266,Determine the correct option: What is the distinction between natural convection and forced convection?,"Question: Determine the correct option: What is the distinction between natural convection and forced convection?
A) Natural convection and forced convection are the same phenomenon, where a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, causing the fluid to be less dense and displaced.
B) Natural convection and forced convection are two different phenomena that do not relate to each other.
C) Natural convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, while forced convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps.
D) Natural convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, while forced convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced.
E) Natural convection and forced convection are the same phenomenon, where a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, and then forced to flow over the surface by an internal source such as fans, stirring, and pumps.",C
81,furthest,1,0.13111943006515503,1386,Determine the correct option: What is the distinction between natural convection and forced convection? carefully.,"Question: Determine the correct option: What is the distinction between natural convection and forced convection? carefully.
A) Natural convection and forced convection are the same phenomenon, where a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, causing the fluid to be less dense and displaced.
B) Natural convection and forced convection are two different phenomena that do not relate to each other.
C) Natural convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, while forced convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps.
D) Natural convection is when a fluid is forced to flow over the surface by an internal source such as fans, stirring, and pumps, while forced convection occurs when a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced.
E) Natural convection and forced convection are the same phenomenon, where a fluid is in contact with a hot surface, causing the fluid to be less dense and displaced, and then forced to flow over the surface by an internal source such as fans, stirring, and pumps.",C
82,closest,1,0.05925482138991356,635,Pick the best possible answer: What is the interpretation of supersymmetry in stochastic supersymmetric principle?,"Question: Pick the best possible answer: What is the interpretation of supersymmetry in stochastic supersymmetric principle?
A) Supersymmetry is a type of hydromagnetic dynamo that arises when the magnetic field becomes strong enough to affect the fluid motions.
B) Supersymmetry is a measure of the amplitude of the dynamo in the induction equation of the kinematic approximation.
C) Supersymmetry is a measure of the strength of the magnetic field in the induction equation of the kinematic dynamo.
D) Supersymmetry is a property of deterministic chaos that arises from the continuity of the flow in the model's phase space.
E) Supersymmetry is an intrinsic property of all stochastic differential equations, and it preserves continuity in the model's phase space via continuous time flows.",E
82,furthest,1,0.3002432882785797,14,What is the interpretation of supersymmetry in stochastic supersymmetric theory?,"Question: What is the interpretation of supersymmetry in stochastic supersymmetric theory?
A) Supersymmetry is a type of hydromagnetic dynamo that arises when the magnetic field becomes strong enough to affect the fluid motions.
B) Supersymmetry is a measure of the amplitude of the dynamo in the induction equation of the kinematic approximation.
C) Supersymmetry is a measure of the strength of the magnetic field in the induction equation of the kinematic dynamo.
D) Supersymmetry is a property of deterministic chaos that arises from the continuity of the flow in the model's phase space.
E) Supersymmetry is an intrinsic property of all stochastic differential equations, and it preserves continuity in the model's phase space via continuous time flows.",E
83,closest,1,0.0371825210750103,600,Pick the best possible answer: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? among the listed options.,"Question: Pick the best possible answer: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? among the listed options.
A) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with the same energy.
B) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a higher energy.
C) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different spin.
D) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different energy.
E) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a lower energy.",A
83,furthest,1,0.18048697710037231,730,Determine the correct option: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? based on the given context.,"Question: Determine the correct option: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? based on the given context.
A) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with the same energy.
B) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a higher energy.
C) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different spin.
D) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different energy.
E) For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a lower energy.",A
84,closest,1,0.07076157629489899,1942,Select the most accurate option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation?,"Question: Select the most accurate option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation?
A) The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.
B) The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label even or odd, respectively.
C) The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.
D) The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.
E) The complete electromagnetic Hamiltonian of any molecule does not involve the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.",D
84,furthest,1,0.26353558897972107,234,Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.,"Question: Determine the correct option: What is the relationship between the complete electromagnetic Hamiltonian of a molecule and the parity operation? based on the given context.
A) The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.
B) The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label even or odd, respectively.
C) The complete electromagnetic Hamiltonian of any molecule is dependent on the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.
D) The complete electromagnetic Hamiltonian of any molecule is invariant to the parity operation, and its eigenvalues can be given the parity symmetry label + or - depending on whether they are even or odd, respectively.
E) The complete electromagnetic Hamiltonian of any molecule does not involve the parity operation, and its eigenvalues cannot be given the parity symmetry label + or -.",D
85,closest,1,0.04283180832862854,1580,Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.,"Question: Identify the correct statement: What is the main focus of the Environmental Science Center at Qatar University? based on the given context.
A) Environmental studies, with a main focus on marine science, atmospheric and political sciences.
B) Environmental studies, with a main focus on marine science, atmospheric and physical sciences.
C) Environmental studies, with a main focus on marine science, atmospheric and social sciences.
D) Environmental studies, with a main focus on marine science, atmospheric and biological sciences.
E) Environmental studies, with a main focus on space science, atmospheric and biological sciences.",D
85,furthest,1,0.19414235651493073,1484,Pick the best possible answer: What is the main focus of the Environmental Science Center at Qatar University? among the listed options.,"Question: Pick the best possible answer: What is the main focus of the Environmental Science Center at Qatar University? among the listed options.
A) Environmental studies, with a main focus on marine science, atmospheric and political sciences.
B) Environmental studies, with a main focus on marine science, atmospheric and physical sciences.
C) Environmental studies, with a main focus on marine science, atmospheric and social sciences.
D) Environmental studies, with a main focus on marine science, atmospheric and biological sciences.
E) Environmental studies, with a main focus on space science, atmospheric and biological sciences.",D
86,closest,1,0.034455556422472,1090,Which of the following is correct? What is the isophotal diameter used for in measuring a galaxy's size? carefully.,"Question: Which of the following is correct? What is the isophotal diameter used for in measuring a galaxy's size? carefully.
A) The isophotal diameter is a way of measuring a galaxy's distance from Earth.
B) The isophotal diameter is a measure of a galaxy's age.
C) The isophotal diameter is a measure of a galaxy's mass.
D) The isophotal diameter is a measure of a galaxy's temperature.
E) The isophotal diameter is a conventional way of measuring a galaxy's size based on its apparent surface brightness.",E
86,furthest,1,0.14276936650276184,1073,Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? among the listed options.,"Question: Determine the correct option: What is the isophotal diameter used for in measuring a galaxy's size? among the listed options.
A) The isophotal diameter is a way of measuring a galaxy's distance from Earth.
B) The isophotal diameter is a measure of a galaxy's age.
C) The isophotal diameter is a measure of a galaxy's mass.
D) The isophotal diameter is a measure of a galaxy's temperature.
E) The isophotal diameter is a conventional way of measuring a galaxy's size based on its apparent surface brightness.",E
87,closest,1,0.0372951440513134,332,"Identify the correct statement: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? carefully.","Question: Identify the correct statement: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? carefully.
A) To indicate the use of south-up orientation, as used in Ancient Africa and some maps in Brazil today.
B) To indicate the orientation of the map, such as whether the 0° meridian is at the top or bottom of the page.
C) To indicate the projection used to create the map, such as Buckminster Fuller's Dymaxion projection.
D) To indicate the arrangement of the map, such as the world map of Gott, Vanderbei, and Goldberg arranged as a pair of disks back-to-back.
E) To indicate the relationship between the size of the map and the size of the area being represented.",E
87,furthest,1,0.7177822589874268,1594,"Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.","Question: Determine the correct option: What is the purpose of expressing a map's scale as a ratio, such as 1:10,000? based on the given context.
A) To indicate the use of south-up orientation, as used in Ancient Africa and some maps in Brazil today.
B) To indicate the orientation of the map, such as whether the 0° meridian is at the top or bottom of the page.
C) To indicate the projection used to create the map, such as Buckminster Fuller's Dymaxion projection.
D) To indicate the arrangement of the map, such as the world map of Gott, Vanderbei, and Goldberg arranged as a pair of disks back-to-back.
E) To indicate the relationship between the size of the map and the size of the area being represented.",E
88,closest,1,0.060861170291900635,1022,Which of the following is correct? What is the contrast between probability mass function (PMF) and probability density function (PDF)? from the following choices.,"Question: Which of the following is correct? What is the contrast between probability mass function (PMF) and probability density function (PDF)? from the following choices.
A) PMF is used only for continuous random variables, while PDF is used for both continuous and discrete random variables.
B) PMF is used for both continuous and discrete random variables, while PDF is used only for continuous random variables.
C) PMF is used for continuous random variables, while PDF is used for discrete random variables.
D) PMF is used for discrete random variables, while PDF is used for continuous random variables.
E) PMF and PDF are interchangeable terms used for the same concept in probability framework.",D
88,furthest,1,0.4178057014942169,960,Determine the correct option: What is the distinction between probability mass function (PMF) and probability density function (PDF)? based on the given context.,"Question: Determine the correct option: What is the distinction between probability mass function (PMF) and probability density function (PDF)? based on the given context.
A) PMF is used only for continuous random variables, while PDF is used for both continuous and discrete random variables.
B) PMF is used for both continuous and discrete random variables, while PDF is used only for continuous random variables.
C) PMF is used for continuous random variables, while PDF is used for discrete random variables.
D) PMF is used for discrete random variables, while PDF is used for continuous random variables.
E) PMF and PDF are interchangeable terms used for the same concept in probability concept.",D
89,closest,1,0.032273877412080765,1787,Pick the best possible answer: What is the identity operation in symmetry groups? from the following choices.,"Question: Pick the best possible answer: What is the identity operation in symmetry groups? from the following choices.
A) The identity operation leaves the molecule unchanged and forms the identity element in the symmetry group.
B) The identity operation rotates the molecule about its center of mass.
C) The identity operation inverts the molecule about its center of inversion.
D) The identity operation reflects the molecule across a plane of symmetry.
E) The identity operation translates the molecule in 3-D space.",A
89,furthest,1,0.14314895868301392,676,Pick the best possible answer: What is the identity operation in symmetry groups? among the listed options.,"Question: Pick the best possible answer: What is the identity operation in symmetry groups? among the listed options.
A) The identity operation leaves the molecule unchanged and forms the identity element in the symmetry group.
B) The identity operation rotates the molecule about its center of mass.
C) The identity operation inverts the molecule about its center of inversion.
D) The identity operation reflects the molecule across a plane of symmetry.
E) The identity operation translates the molecule in 3-D space.",A
90,closest,1,0.016372889280319214,606,Choose the correct answer: What are permutation-inversion groups?,"Question: Choose the correct answer: What are permutation-inversion groups?
A) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of identical nuclei or rotation with respect to the center of mass.
B) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of identical nuclei or rotation with respect to the center of mass, or a combination of both.
C) Permutation-inversion groups are groups of symmetry operations that are energetically feasible rotations of the entire molecule about the C3 axis.
D) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of the entire molecule about the C3 axis.
E) Permutation-inversion groups are groups of symmetry operations that are energetically feasible permutations of identical nuclei or inversion with respect to the center of mass, or a combination of both.",E
90,furthest,1,0.09640394896268845,1465,Choose the correct answer: What are permutation-inversion groups? based on the given context.,"Question: Choose the correct answer: What are permutation-inversion groups? based on the given context.
A) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of identical nuclei or rotation with respect to the center of mass.
B) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of identical nuclei or rotation with respect to the center of mass, or a combination of both.
C) Permutation-inversion groups are groups of symmetry operations that are energetically feasible rotations of the entire molecule about the C3 axis.
D) Permutation-inversion groups are groups of symmetry operations that are energetically feasible inversions of the entire molecule about the C3 axis.
E) Permutation-inversion groups are groups of symmetry operations that are energetically feasible permutations of identical nuclei or inversion with respect to the center of mass, or a combination of both.",E
91,closest,1,0.04493853449821472,789,Choose the correct answer: Who shared the other half of the Nobel Prize with Yoichiro Nambu for discovering the origin of the explicit breaking of CP symmetry in the weak interactions?,"Question: Choose the correct answer: Who shared the other half of the Nobel Prize with Yoichiro Nambu for discovering the origin of the explicit breaking of CP symmetry in the weak interactions?
A) Richard Feynman and Julian Schwinger
B) Makoto Kobayashi and Toshihide Maskawa
C) Steven Weinberg and Sheldon Glashow
D) Peter Higgs and Francois Englert
E) Murray Gell-Mann and George Zweig",B
91,furthest,1,0.13804945349693298,1273,Identify the correct statement: Who shared the other half of the Nobel Prize with Yoichiro Nambu for discovering the origin of the explicit breaking of CP symmetry in the weak interactions? from the following choices.,"Question: Identify the correct statement: Who shared the other half of the Nobel Prize with Yoichiro Nambu for discovering the origin of the explicit breaking of CP symmetry in the weak interactions? from the following choices.
A) Richard Feynman and Julian Schwinger
B) Makoto Kobayashi and Toshihide Maskawa
C) Steven Weinberg and Sheldon Glashow
D) Peter Higgs and Francois Englert
E) Murray Gell-Mann and George Zweig",B
92,closest,1,0.04146324098110199,255,Select the most accurate option: What is the information loss paradox in black holes? based on the given context.,"Question: Select the most accurate option: What is the information loss paradox in black holes? based on the given context.
A) Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.
B) Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost temporarily but reappears once the black hole has fully evaporated.
C) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.
D) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.
E) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.",C
92,furthest,1,0.20494116842746735,1392,Identify the correct statement: What is the information loss paradox in black holes? based on the given context.,"Question: Identify the correct statement: What is the information loss paradox in black holes? based on the given context.
A) Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.
B) Black holes have an infinite number of internal parameters, so all the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is lost temporarily but reappears once the black hole has fully evaporated.
C) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is lost forever.
D) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is lost. Regardless of the type of matter which goes into a black hole, it appears that only information concerning the total mass, charge, and angular momentum are conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.
E) Black holes have only a few internal parameters, so most of the information about the matter that went into forming the black hole is preserved. Regardless of the type of matter which goes into a black hole, it appears that all the information is conserved. As black holes evaporate by emitting Hawking radiation, the information is preserved and reappears once the black hole has fully evaporated.",C
93,closest,1,0.031987983733415604,1406,Pick the best possible answer: What is the Liouville density? among the listed options.,"Question: Pick the best possible answer: What is the Liouville density? among the listed options.
A) The Liouville density is a probability distribution that specifies the probability of finding a particle at a certain position in phase space for a collection of particles.
B) The Liouville density is a quasiprobability distribution that plays an analogous role to the probability distribution for a quantum particle.
C) The Liouville density is a bounded probability distribution that is a convenient indicator of quantum-mechanical interference.
D) The Liouville density is a probability distribution that takes on negative values for states which have no classical model.
E) The Liouville density is a probability distribution that satisfies all the properties of a conventional probability distribution for a quantum particle.",A
93,furthest,1,0.3349904716014862,1731,What is the Liouville density?,"Question: What is the Liouville density?
A) The Liouville density is a probability distribution that specifies the probability of finding a particle at a certain position in phase space for a collection of particles.
B) The Liouville density is a quasiprobability distribution that plays an analogous role to the probability distribution for a quantum particle.
C) The Liouville density is a bounded probability distribution that is a convenient indicator of quantum-mechanical interference.
D) The Liouville density is a probability distribution that takes on negative values for states which have no classical model.
E) The Liouville density is a probability distribution that satisfies all the properties of a conventional probability distribution for a quantum particle.",A
94,closest,1,0.0928143635392189,1524,Determine the correct option: What is the Carnot engine? carefully.,"Question: Determine the correct option: What is the Carnot engine? carefully.
A) The Carnot engine is a theoretical engine that operates in the limiting mode of extreme speed known as dynamic. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
B) The Carnot engine is an ideal heat engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
C) The Carnot engine is a real heat engine that operates in the limiting mode of extreme speed known as dynamic. It represents the theoretical minimum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
D) The Carnot engine is a theoretical engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical minimum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
E) The Carnot engine is a real engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.",B
94,furthest,1,0.3908749222755432,512,Pick the best possible answer: What is the Carnot engine? from the following choices.,"Question: Pick the best possible answer: What is the Carnot engine? from the following choices.
A) The Carnot engine is a theoretical engine that operates in the limiting mode of extreme speed known as dynamic. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
B) The Carnot engine is an ideal heat engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
C) The Carnot engine is a real heat engine that operates in the limiting mode of extreme speed known as dynamic. It represents the theoretical minimum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
D) The Carnot engine is a theoretical engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical minimum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.
E) The Carnot engine is a real engine that operates in the limiting mode of extreme slowness known as quasi-static. It represents the theoretical maximum efficiency of a heat engine operating between any two given thermal or heat reservoirs at different temperatures.",B
95,closest,1,0.04701009392738342,936,Select the most accurate option: What is the second law of thermodynamics?,"Question: Select the most accurate option: What is the second law of thermodynamics?
A) The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It states that heat always moves from colder objects to hotter objects unless energy in some form is supplied to reverse the direction of heat flow.
B) The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes that the internal energy of a thermodynamic mechanism is a physical property that can be used to predict whether processes are forbidden despite obeying the requirement of conservation of energy as expressed in the first law of thermodynamics.
C) The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes that all heat energy can be converted into work in a cyclic process.
D) The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It states that the entropy of isolated mechanisms left to spontaneous evolution can lower, as they always arrive at a state of thermodynamic equilibrium where the entropy is highest at the given internal energy.
E) The second law of thermodynamics is a physical law based on universal experience concerning heat and energy interconversions. It establishes the concept of entropy as a physical property of a thermodynamic structure and can be used to predict whether processes are forbidden despite obeying the requirement of conservation of energy as expressed in the first law of thermodynamics.",E
